DISABILITY BENEFITS BY CLASS OF DIAGNOSIS AND BY AGE,,,,,,,,,,,
,,,,,Age of Beneficiary ,,,,,,
2016,Infectious and Parasitic Diseases,,13,30,65,134,348,893,1173,1375,4031
2016,Neoplasms,,135,309,663,1115,2007,3902,6387,7712,22230
2016,Endocrine & Nutritional and Metabolic Diseases & Immunity Disorders,,40,124,238,465,832,1539,2558,3277,9073
2016,Diseases of the Blood and Blood-Forming Organs,,0,0,37,46,49,93,151,186,578
2016,Mental Disorders,,566,1984,4255,7245,11773,20758,27526,29925,104032
2016,Diseases of the Nervous System and Sense Organs,,168,637,1433,2525,4339,7543,10696,12687,40028
2016,Diseases of the Circulatory System,,38,143,322,681,1455,3349,6955,10939,23882
2016,Diseases of the Respiratory System,,0,0,41,104,225,705,1763,2857,5721
2016,Diseases of the Digestive System,,34,100,256,458,802,1396,2122,2357,7525
2016,Diseases of the Genitourinary System,,32,92,191,343,547,901,1249,1364,4719
2016,Complications of Pregnancy and Childbirth,,0,0,0,14,10,35,45,46,168
2016,Diseases of the Skin and Subcutaneous Tissue,,10,29,60,95,176,358,495,631,1854
2016,Diseases of the Musculoskeletal System and Connective Tissue,,57,364,1155,2538,5442,12428,22173,32106,76263
2016,Congenital Anomalies,,24,73,143,200,285,396,587,655,2363
2016,Certain Conditions Originating in the Perinatal Period,,0,22,0,34,43,49,60,89,328
2016,Symptom & Signs of Ill-Defined Illness,,34,153,371,587,1186,2073,2797,3111,10312
2016,Injury and Poisoning,,149,404,715,1264,2095,3857,5666,6760,20910
2016,Unknown Diagnosis,,0,0,5,8,12,35,58,102,220
2016,TOTAL,,1319,4505,9981,17856,31626,60310,92461,116179,334237
